"weave","exposure","target","replication","rmse","overexposed","sd_exposure"
"ds","none","goalinfo8","66",0.330444449228985,0.0434056761268781,0.101060635350038
"ds","none","goalinfo8","67",0.335978007174687,0.0434056761268781,0.100718701507748
"ds","none","goalinfo8","68",0.338072126037018,0.0434056761268781,0.100738399469722
"ds","none","goalinfo8","69",0.341983462377098,0.0434056761268781,0.100500875937357
"ds","none","goalinfo8","7",0.334312554871031,0.0434056761268781,0.100606613498123
"ds","none","goalinfo8","70",0.334327569545078,0.0434056761268781,0.100863507778085
"ds","none","goalinfo8","71",0.334684258023074,0.0434056761268781,0.10058416787307
"ds","none","goalinfo8","72",0.341533129171587,0.0434056761268781,0.100825236946477
"ds","none","goalinfo8","73",0.334851236369798,0.0434056761268781,0.100999717758284
"ds","none","goalinfo8","74",0.346304676078519,0.0434056761268781,0.100284480858034
"ds","none","goalinfo8","75",0.336670389176353,0.0434056761268781,0.100724667150293
"ds","none","goalinfo8","76",0.334031617859192,0.0434056761268781,0.100450832465967
"ds","none","goalinfo8","77",0.335608392874822,0.0434056761268781,0.101331786459725
"ds","none","goalinfo8","78",0.339928653202457,0.0434056761268781,0.100469344618091
"ds","none","goalinfo8","79",0.333995854996323,0.0434056761268781,0.100589346184615
"ds","none","goalinfo8","8",0.33474421402707,0.0434056761268781,0.0996496000322335
"ds","none","goalinfo8","80",0.33640718816969,0.0434056761268781,0.100482799626094
"ds","none","goalinfo8","81",0.340183171595794,0.0434056761268781,0.101698449148251
"ds","none","goalinfo8","82",0.338359637008255,0.0434056761268781,0.100762501538767
"ds","none","goalinfo8","83",0.334578700556816,0.0434056761268781,0.100973008632024
"ds","none","goalinfo8","84",0.344013829441141,0.0434056761268781,0.100002527613351
"ds","none","goalinfo8","85",0.337768698089529,0.0434056761268781,0.101446210489621
"ds","none","goalinfo8","86",0.336313781597598,0.0434056761268781,0.100700789174814
"ds","none","goalinfo8","87",0.336063497049219,0.0434056761268781,0.100932031721286
"ds","none","goalinfo8","88",0.341280755975471,0.0434056761268781,0.100912991980536
"ds","none","goalinfo8","89",0.340974120766153,0.0434056761268781,0.101120709899261
"ds","none","goalinfo8","9",0.336687465354759,0.0434056761268781,0.100689061974476
"ds","none","goalinfo8","90",0.339572730462295,0.0434056761268781,0.100541497001785
"ds","none","goalinfo8","91",0.338937399814933,0.0434056761268781,0.0998869654334698
"ds","none","goalinfo8","92",0.339567321695412,0.0434056761268781,0.10036299124012
"ds","none","goalinfo8","93",0.339887625355927,0.0434056761268781,0.10061579882839
"ds","none","goalinfo8","94",0.346203472402029,0.0434056761268781,0.101378353437908
"ds","none","goalinfo8","95",0.341006050244998,0.0434056761268781,0.100719276636847
"ds","none","goalinfo8","96",0.337724929375412,0.0434056761268781,0.0999503775407106
"ds","none","goalinfo8","97",0.33942381572147,0.0434056761268781,0.100916487099601
"ds","none","goalinfo8","98",0.331857536082055,0.0434056761268781,0.100698299567311
"ds","none","goalinfo8","99",0.337644556808006,0.0434056761268781,0.100246551466365
"ds","none","maxinfo","1",0.317196028622316,0.0717863105175292,0.139124140724762
"ds","none","maxinfo","10",0.314463548241304,0.0717863105175292,0.138679549690296
"ds","none","maxinfo","100",0.312862654885395,0.0717863105175292,0.140250005075607
"ds","none","maxinfo","11",0.310372489744907,0.0734557595993322,0.140404822654748
"ds","none","maxinfo","12",0.306551133692668,0.0717863105175292,0.139569825408326
"ds","none","maxinfo","13",0.316184860452196,0.0717863105175292,0.140771419278136
"ds","none","maxinfo","14",0.31107521407314,0.0717863105175292,0.139763560415542
"ds","none","maxinfo","15",0.311627268216025,0.0717863105175292,0.139248175182301
"ds","none","maxinfo","16",0.31617536479661,0.0717863105175292,0.140596572140365
"ds","none","maxinfo","17",0.318038655378659,0.0717863105175292,0.14138485764229
"ds","none","maxinfo","18",0.309843957630071,0.0717863105175292,0.141008174923583
"ds","none","maxinfo","19",0.31274150047824,0.0717863105175292,0.140026842543628
"ds","none","maxinfo","2",0.31027019506172,0.0734557595993322,0.140454793465086
"ds","none","maxinfo","20",0.307717558196589,0.0717863105175292,0.140490349032236
"ds","none","maxinfo","21",0.310995355869452,0.0701168614357262,0.139939403909396
"ds","none","maxinfo","22",0.309494063201129,0.0717863105175292,0.140641625179292
"ds","none","maxinfo","23",0.313421077668303,0.0701168614357262,0.1409169203423
"ds","none","maxinfo","24",0.311031957202533,0.0717863105175292,0.141105389978195
"ds","none","maxinfo","25",0.311679848468975,0.0717863105175292,0.139380426848933
"ds","none","maxinfo","26",0.310160624881173,0.0717863105175292,0.140502423278459
"ds","none","maxinfo","27",0.313305042828119,0.0717863105175292,0.140117617974513
"ds","none","maxinfo","28",0.311752606890305,0.0717863105175292,0.140815328117141
"ds","none","maxinfo","29",0.316462455338076,0.0717863105175292,0.139436867832718
"ds","none","maxinfo","3",0.312094827336889,0.0717863105175292,0.139956467589136
"ds","none","maxinfo","30",0.311687377465841,0.0717863105175292,0.140002560812564
"ds","none","maxinfo","31",0.312210922324676,0.0717863105175292,0.140289295381452
"ds","none","maxinfo","32",0.309625613105183,0.0717863105175292,0.140094409080022
"ds","none","maxinfo","33",0.312241564887885,0.0717863105175292,0.141092114805055
"ds","none","maxinfo","34",0.307267940322555,0.0717863105175292,0.141469035968139
"ds","none","maxinfo","35",0.308009648659015,0.0717863105175292,0.139753750384204
"ds","none","maxinfo","36",0.310767933400061,0.0717863105175292,0.139821282885647
"ds","none","maxinfo","37",0.319791668366103,0.0701168614357262,0.13944055533525
"ds","none","maxinfo","38",0.309736138790353,0.0701168614357262,0.141256686978053
"ds","none","maxinfo","39",0.313117713941088,0.0717863105175292,0.139795486948612
"ds","none","maxinfo","4",0.311050528079942,0.0717863105175292,0.1406530596465
"ds","none","maxinfo","40",0.31867172601683,0.0717863105175292,0.13947708258294
"ds","none","maxinfo","41",0.311372227626815,0.0717863105175292,0.140762547195405
"ds","none","maxinfo","42",0.3141055037767,0.0717863105175292,0.140294588691138
"ds","none","maxinfo","43",0.31116007527251,0.0717863105175292,0.140634558486756
"ds","none","maxinfo","44",0.318066012186939,0.0717863105175292,0.140843285299686
"ds","none","maxinfo","45",0.312236847851999,0.0717863105175292,0.140463915946072
"ds","none","maxinfo","46",0.318842840849289,0.0717863105175292,0.140181851233841
"ds","none","maxinfo","47",0.316161760281583,0.0717863105175292,0.139246170614244
"ds","none","maxinfo","48",0.310258464709972,0.0717863105175292,0.139896948135479
"ds","none","maxinfo","49",0.306845867009873,0.0717863105175292,0.138933837543911
"ds","none","maxinfo","5",0.306927785465965,0.0717863105175292,0.139868213093883
"ds","none","maxinfo","50",0.315240401799532,0.0717863105175292,0.141004488569044
"ds","none","maxinfo","51",0.314002903705466,0.0717863105175292,0.140833359071588
"ds","none","maxinfo","52",0.306957660516116,0.0717863105175292,0.139804850528872
"ds","none","maxinfo","53",0.312122531900314,0.0717863105175292,0.139674239169531
"ds","none","maxinfo","54",0.314679801637076,0.0717863105175292,0.140128803066291
"ds","none","maxinfo","55",0.313077974152147,0.0717863105175292,0.139743934877615
"ds","none","maxinfo","56",0.317561224951912,0.0717863105175292,0.141669357307648
"ds","none","maxinfo","57",0.30992429165699,0.0717863105175292,0.139552754235371
"ds","none","maxinfo","58",0.31406550570154,0.0717863105175292,0.140499157844971
"ds","none","maxinfo","59",0.308226011771225,0.0717863105175292,0.140251766849155
"ds","none","maxinfo","6",0.314875734420375,0.0717863105175292,0.139773735854576
"ds","none","maxinfo","60",0.312658520781505,0.0717863105175292,0.13929745744076
"ds","none","maxinfo","61",0.311323686036932,0.0717863105175292,0.140933046002279
"ds","none","maxinfo","62",0.312702547423763,0.0717863105175292,0.139134559555986
"ds","none","maxinfo","63",0.315903849101363,0.0717863105175292,0.140416443610008
"ds","none","maxinfo","64",0.310991906770608,0.0717863105175292,0.139713371578941
"ds","none","maxinfo","65",0.312498077112696,0.0717863105175292,0.139016278168956
"ds","none","maxinfo","66",0.309763169045941,0.0717863105175292,0.141977995765426
"ds","none","maxinfo","67",0.30718322043629,0.0717863105175292,0.14063484291158
"ds","none","maxinfo","68",0.313386461988231,0.0717863105175292,0.14082675893001
"ds","none","maxinfo","69",0.317262302955671,0.0717863105175292,0.140713832247989
"ds","none","maxinfo","7",0.309435393170356,0.0717863105175292,0.140405907902321
"ds","none","maxinfo","70",0.312879578746605,0.0717863105175292,0.141697717180421
"ds","none","maxinfo","71",0.314163439162502,0.0701168614357262,0.140428076940735
"ds","none","maxinfo","72",0.318607096897865,0.0717863105175292,0.140859186229058
"ds","none","maxinfo","73",0.307702402374578,0.0717863105175292,0.140257035822168
"ds","none","maxinfo","74",0.311233503067707,0.0717863105175292,0.139700854231002
"ds","none","maxinfo","75",0.305402774839518,0.0717863105175292,0.140041355969949
"ds","none","maxinfo","76",0.309930592405324,0.0717863105175292,0.140388011679678
"ds","none","maxinfo","77",0.313869041584648,0.0717863105175292,0.141248145140556
"ds","none","maxinfo","78",0.311999371378371,0.0701168614357262,0.140220410744156
"ds","none","maxinfo","79",0.314143608739497,0.0717863105175292,0.14100051463637
"ds","none","maxinfo","8",0.308998188593698,0.0717863105175292,0.139564312900589
"ds","none","maxinfo","80",0.314980825584347,0.0701168614357262,0.140611308379195
"ds","none","maxinfo","81",0.316526169383021,0.0717863105175292,0.141473906420779
"ds","none","maxinfo","82",0.307075638485074,0.0717863105175292,0.140622457056917
"ds","none","maxinfo","83",0.312836848899932,0.0717863105175292,0.140687912795133
"ds","none","maxinfo","84",0.322455239078018,0.0717863105175292,0.139293866993137
"ds","none","maxinfo","85",0.314551532549794,0.0717863105175292,0.141664266461007
"ds","none","maxinfo","86",0.308754670351489,0.0717863105175292,0.141362797483414
"ds","none","maxinfo","87",0.309875231551817,0.0717863105175292,0.139802879779391
"ds","none","maxinfo","88",0.318203694241486,0.0717863105175292,0.140600063668695
"ds","none","maxinfo","89",0.311814039364978,0.0717863105175292,0.140707729452654
"ds","none","maxinfo","9",0.310525442123492,0.0717863105175292,0.141089884692361
"ds","none","maxinfo","90",0.308261409265507,0.0717863105175292,0.140326344832831
"ds","none","maxinfo","91",0.318604582989374,0.0717863105175292,0.139972888358951
"ds","none","maxinfo","92",0.310613250446782,0.0717863105175292,0.139813784340461
"ds","none","maxinfo","93",0.313265754037734,0.0701168614357262,0.140214031726281
"ds","none","maxinfo","94",0.311012220409858,0.0717863105175292,0.141202374670793
"ds","none","maxinfo","95",0.311009804277084,0.0717863105175292,0.140954587829068
"ds","none","maxinfo","96",0.311175481052493,0.0717863105175292,0.139116002137778
"ds","none","maxinfo","97",0.311014135439549,0.0717863105175292,0.14077029550875
"ds","none","maxinfo","98",0.311083659899634,0.0717863105175292,0.140466129329904
"ds","none","maxinfo","99",0.314565202452365,0.0717863105175292,0.140336830747228
"interspersed","bigm","goalinfo6","1",0.384124121248641,0.00333889816360601,0.0618402168389724
"interspersed","bigm","goalinfo6","10",0.378937429250011,0.011686143572621,0.0621333487001773
"interspersed","bigm","goalinfo6","100",0.380433600493619,0.010016694490818,0.0624824725440092
"interspersed","bigm","goalinfo6","11",0.378758679914301,0.010016694490818,0.0622577551062118
"interspersed","bigm","goalinfo6","12",0.374857834879008,0.00834724540901502,0.0624819704613895
"interspersed","bigm","goalinfo6","13",0.388428629053376,0.010016694490818,0.0624664606514292
"interspersed","bigm","goalinfo6","14",0.378329156358695,0.010016694490818,0.0621156595486681
"interspersed","bigm","goalinfo6","15",0.383810407706227,0.00667779632721202,0.0622925891754611
"interspersed","bigm","goalinfo6","16",0.385920349361636,0.00667779632721202,0.0624604659764517
"interspersed","bigm","goalinfo6","17",0.377827966216242,0.011686143572621,0.0626992255687305
"interspersed","bigm","goalinfo6","18",0.377448913961755,0.010016694490818,0.0626894515455279
"interspersed","bigm","goalinfo6","19",0.379206256990945,0.011686143572621,0.0623468041730888
"interspersed","bigm","goalinfo6","2",0.379056068286158,0.00333889816360601,0.0622654666602891
"interspersed","bigm","goalinfo6","20",0.38024044093034,0.015025041736227,0.0625778197316754
"interspersed","bigm","goalinfo6","21",0.379272292072771,0.0183639398998331,0.0625451423111171
"interspersed","bigm","goalinfo6","22",0.385946649615004,0.010016694490818,0.0623753368953214
"interspersed","bigm","goalinfo6","23",0.383815408470012,0.015025041736227,0.0623058362815607
"interspersed","bigm","goalinfo6","24",0.375507208897656,0.015025041736227,0.0625377251546661
"interspersed","bigm","goalinfo6","25",0.378532755814408,0.013355592654424,0.0625525596574151
"interspersed","bigm","goalinfo6","26",0.382452420264406,0.013355592654424,0.0625290854915015
"interspersed","bigm","goalinfo6","27",0.372920960232011,0.010016694490818,0.062468667549261
"interspersed","bigm","goalinfo6","28",0.382145267024725,0.013355592654424,0.0627350587999853
"interspersed","bigm","goalinfo6","29",0.38229446060148,0.013355592654424,0.0622689289211894
"interspersed","bigm","goalinfo6","3",0.382942415642815,0.015025041736227,0.0623271333299223
"interspersed","bigm","goalinfo6","30",0.379431958843727,0.01669449081803,0.062642748639828
"interspersed","bigm","goalinfo6","31",0.372945811675733,0.00834724540901502,0.0621160762906133
"interspersed","bigm","goalinfo6","32",0.386574932644753,0.010016694490818,0.0624508077497064
"interspersed","bigm","goalinfo6","33",0.381747050218294,0.00667779632721202,0.0621882790467637
"interspersed","bigm","goalinfo6","34",0.3789336736396,0.00834724540901502,0.0626964058644771
"interspersed","bigm","goalinfo6","35",0.380586840222899,0.01669449081803,0.0620643132071489
"interspersed","bigm","goalinfo6","36",0.382124458649458,0.00834724540901502,0.0625997861127873
"interspersed","bigm","goalinfo6","37",0.391751154427744,0.013355592654424,0.0624339199353241
"interspersed","bigm","goalinfo6","38",0.383368595511581,0.010016694490818,0.0627060422640186
"interspersed","bigm","goalinfo6","39",0.382240583184739,0.00834724540901502,0.0621637849918305
"interspersed","bigm","goalinfo6","4",0.382629651460772,0.00667779632721202,0.0624580103280807
"interspersed","bigm","goalinfo6","40",0.388859047465615,0.011686143572621,0.0620092298984931
"interspersed","bigm","goalinfo6","41",0.375654582694244,0.013355592654424,0.0624211329338977
"interspersed","bigm","goalinfo6","42",0.381782842319638,0.011686143572621,0.0622855317779206
"interspersed","bigm","goalinfo6","43",0.377603941689734,0.00500834724540901,0.0623398033434377
"interspersed","bigm","goalinfo6","44",0.37943965361632,0.010016694490818,0.0624221027119837
"interspersed","bigm","goalinfo6","45",0.379063182295852,0.00834724540901502,0.0622579807294657
"interspersed","bigm","goalinfo6","46",0.384957450823041,0.00500834724540901,0.0620414909499533
"interspersed","bigm","goalinfo6","47",0.378924377340161,0.010016694490818,0.0625670239469703
"interspersed","bigm","goalinfo6","48",0.376664668207099,0.010016694490818,0.0626041423503822
"interspersed","bigm","goalinfo6","49",0.3764989131777,0.011686143572621,0.0623131973113189
"interspersed","bigm","goalinfo6","5",0.385012339428689,0.00667779632721202,0.0620738710100264
"interspersed","bigm","goalinfo6","50",0.384124610177016,0.010016694490818,0.0622125806779534
"interspersed","bigm","goalinfo6","51",0.386227435416488,0.015025041736227,0.0626316489921863
"interspersed","bigm","goalinfo6","52",0.377903164438209,0.011686143572621,0.0623748135750633
"interspersed","bigm","goalinfo6","53",0.381601836385657,0.010016694490818,0.0621750488510269
"interspersed","bigm","goalinfo6","54",0.383330614941287,0.00834724540901502,0.06220371304849
"interspersed","bigm","goalinfo6","55",0.377172678873272,0.00834724540901502,0.0621387624322979
"interspersed","bigm","goalinfo6","56",0.380238038808726,0.00667779632721202,0.0622564937497194
"interspersed","bigm","goalinfo6","57",0.37635772404835,0.010016694490818,0.0622118603041561
"interspersed","bigm","goalinfo6","58",0.372974955287864,0.00500834724540901,0.0623911470326975
"interspersed","bigm","goalinfo6","59",0.378805685847071,0.011686143572621,0.0622589863545965
"interspersed","bigm","goalinfo6","6",0.376615362968351,0.00667779632721202,0.0623093875475491
"interspersed","bigm","goalinfo6","60",0.384325076702936,0.00333889816360601,0.0624273735406681
"interspersed","bigm","goalinfo6","61",0.379769844619413,0.010016694490818,0.0625994826500641
"interspersed","bigm","goalinfo6","62",0.380435310591071,0.00667779632721202,0.061996301356628
"interspersed","bigm","goalinfo6","63",0.38244198134336,0.00500834724540901,0.062460457409159
"interspersed","bigm","goalinfo6","64",0.382949996905782,0.013355592654424,0.0622708237910356
"interspersed","bigm","goalinfo6","65",0.379713743262903,0.013355592654424,0.0627584793718936
"interspersed","bigm","goalinfo6","66",0.378938082245433,0.0233722871452421,0.0626106948344637
"interspersed","bigm","goalinfo6","67",0.378506733645051,0.00667779632721202,0.0627306220845866
"interspersed","bigm","goalinfo6","68",0.377902434158557,0.011686143572621,0.0624165549492649
"interspersed","bigm","goalinfo6","69",0.380066999959877,0.011686143572621,0.0622040700576305
"interspersed","bigm","goalinfo6","7",0.384326780416199,0.015025041736227,0.0625303413492977
"interspersed","bigm","goalinfo6","70",0.371112829231675,0.00834724540901502,0.0628291102990117
"interspersed","bigm","goalinfo6","71",0.376947651041389,0.00834724540901502,0.0621696673285935
"interspersed","bigm","goalinfo6","72",0.380847883962467,0.011686143572621,0.0621697770724082
"interspersed","bigm","goalinfo6","73",0.376247929138774,0.00500834724540901,0.0623794214306468
"interspersed","bigm","goalinfo6","74",0.380671779373861,0.010016694490818,0.0623303067087769
"interspersed","bigm","goalinfo6","75",0.375363031896766,0.010016694490818,0.0622888586909319
"interspersed","bigm","goalinfo6","76",0.382700634357477,0.00667779632721202,0.0623887626337633
"interspersed","bigm","goalinfo6","77",0.379491349255148,0.010016694490818,0.062504850198123
"interspersed","bigm","goalinfo6","78",0.388186906590721,0.010016694490818,0.0621110375099631
"interspersed","bigm","goalinfo6","79",0.389921516577657,0.010016694490818,0.062521196758453
"interspersed","bigm","goalinfo6","8",0.382545772920926,0.015025041736227,0.0624298014653164
"interspersed","bigm","goalinfo6","80",0.3827510670272,0.00166944908180301,0.0623389374390699
"interspersed","bigm","goalinfo6","81",0.384717145583301,0.015025041736227,0.0629013899700372
"interspersed","bigm","goalinfo6","82",0.377648108869065,0.00834724540901502,0.0622593473442712
"interspersed","bigm","goalinfo6","83",0.38191674019679,0.013355592654424,0.0627885146280178
"interspersed","bigm","goalinfo6","84",0.379448934130867,0.0183639398998331,0.0624930731462806
"interspersed","bigm","goalinfo6","85",0.384740870073172,0.00834724540901502,0.0623828151768856
"interspersed","bigm","goalinfo6","86",0.37664253034568,0.013355592654424,0.0628632223671634
"interspersed","bigm","goalinfo6","87",0.384074144770956,0.010016694490818,0.0625626651248215
"interspersed","bigm","goalinfo6","88",0.381236279575352,0.00834724540901502,0.062274544614838
"interspersed","bigm","goalinfo6","89",0.376088197827155,0.013355592654424,0.0622180960994169
"interspersed","bigm","goalinfo6","9",0.382404970350732,0.015025041736227,0.0621793982697871
"interspersed","bigm","goalinfo6","90",0.378938719460375,0.0183639398998331,0.0625321748135994
"interspersed","bigm","goalinfo6","91",0.379412849873555,0.011686143572621,0.0623466818664904
"interspersed","bigm","goalinfo6","92",0.379802974473827,0.00667779632721202,0.0628030768793526
"interspersed","bigm","goalinfo6","93",0.378713982248079,0.01669449081803,0.0622836889052099
"interspersed","bigm","goalinfo6","94",0.377916540825321,0.00667779632721202,0.0623992151456904
"interspersed","bigm","goalinfo6","95",0.376190620887762,0.015025041736227,0.0624688292354594
"interspersed","bigm","goalinfo6","96",0.380218172222585,0.013355592654424,0.0624483367258749
"interspersed","bigm","goalinfo6","97",0.374256077730526,0.013355592654424,0.0624824543449229
"interspersed","bigm","goalinfo6","98",0.379907234245821,0.010016694490818,0.0626876312174446
"interspersed","bigm","goalinfo6","99",0.379337762520359,0.00834724540901502,0.0625846998833885
"interspersed","bigm","goalinfo7","1",0.358790442622653,0.0200333889816361,0.0645993557747848
"interspersed","bigm","goalinfo7","10",0.354220689000749,0.011686143572621,0.0641499631321928
"interspersed","bigm","goalinfo7","100",0.363200062027017,0.0233722871452421,0.0645302810148461
"interspersed","bigm","goalinfo7","11",0.353180548346553,0.0233722871452421,0.0645835766419636
"interspersed","bigm","goalinfo7","12",0.363033352945338,0.0233722871452421,0.0646342825356002
"interspersed","bigm","goalinfo7","13",0.36213090750028,0.0183639398998331,0.0643431694547325
"interspersed","bigm","goalinfo7","14",0.359315169027034,0.0267111853088481,0.0644610886540377
"interspersed","bigm","goalinfo7","15",0.355820215275656,0.0300500834724541,0.0644518703317421
"interspersed","bigm","goalinfo7","16",0.358266612523846,0.0267111853088481,0.0645231117543451
"interspersed","bigm","goalinfo7","17",0.361432515762775,0.0183639398998331,0.0647830253890427
"interspersed","bigm","goalinfo7","18",0.357261775692551,0.0217028380634391,0.0648764401426339
"interspersed","bigm","goalinfo7","19",0.360944124128453,0.0317195325542571,0.0646686101682969
"interspersed","bigm","goalinfo7","2",0.36250299526217,0.0233722871452421,0.0642424908925738
"interspersed","bigm","goalinfo7","20",0.351333332862468,0.0300500834724541,0.0649146533382274
"interspersed","bigm","goalinfo7","21",0.358648025022358,0.0250417362270451,0.0647320578100468
"interspersed","bigm","goalinfo7","22",0.351228768625389,0.013355592654424,0.0643940604977414
"interspersed","bigm","goalinfo7","23",0.359312035556042,0.0283806343906511,0.0647162603870964
"interspersed","bigm","goalinfo7","24",0.354689049918498,0.0233722871452421,0.0647091778882414
"interspersed","bigm","goalinfo7","25",0.36081694767048,0.0283806343906511,0.0646063001884669
"interspersed","bigm","goalinfo7","26",0.358153001093739,0.0317195325542571,0.0645588672072171
"interspersed","bigm","goalinfo7","27",0.358397792674803,0.0267111853088481,0.0649279516617107
"interspersed","bigm","goalinfo7","28",0.359935115262332,0.0233722871452421,0.0645637304912387
"interspersed","bigm","goalinfo7","29",0.361701507634852,0.0183639398998331,0.0645469820124733
"interspersed","bigm","goalinfo7","3",0.356470857542828,0.0300500834724541,0.0647694587485808
"interspersed","bigm","goalinfo7","30",0.355387012873901,0.0217028380634391,0.0643550590296094
"interspersed","bigm","goalinfo7","31",0.355866299881952,0.0183639398998331,0.064503396327284
"interspersed","bigm","goalinfo7","32",0.355204428988034,0.0200333889816361,0.0645315476810829
"interspersed","bigm","goalinfo7","33",0.358419188087198,0.0183639398998331,0.0645837092122635
"interspersed","bigm","goalinfo7","34",0.356281006986614,0.0267111853088481,0.0649072194321263
"interspersed","bigm","goalinfo7","35",0.360304146934656,0.01669449081803,0.0641771886975887
"interspersed","bigm","goalinfo7","36",0.35565879757053,0.0233722871452421,0.0643781188337887
"interspersed","bigm","goalinfo7","37",0.364663743775126,0.0183639398998331,0.064424103623731
"interspersed","bigm","goalinfo7","38",0.354296245121215,0.0217028380634391,0.06436711891398
"interspersed","bigm","goalinfo7","39",0.359993182466675,0.0267111853088481,0.064783761570109
"interspersed","bigm","goalinfo7","4",0.355561257780209,0.015025041736227,0.064650286225137
"interspersed","bigm","goalinfo7","40",0.363844680617667,0.0233722871452421,0.0643460188701961
"interspersed","bigm","goalinfo7","41",0.363170419090795,0.0200333889816361,0.0648321752459319
"interspersed","bigm","goalinfo7","42",0.356033410621145,0.0267111853088481,0.0646681540206896
"interspersed","bigm","goalinfo7","43",0.350014103533369,0.0267111853088481,0.0646295259876898
"interspersed","bigm","goalinfo7","44",0.35741931256201,0.011686143572621,0.0641174286718814
"interspersed","bigm","goalinfo7","45",0.359397499342412,0.011686143572621,0.0643840045671997
"interspersed","bigm","goalinfo7","46",0.364008166797464,0.0250417362270451,0.0643425644184987
"interspersed","bigm","goalinfo7","47",0.360286441080081,0.0250417362270451,0.0647725816613719
"interspersed","bigm","goalinfo7","48",0.359394441945638,0.015025041736227,0.0644796904373137
"interspersed","bigm","goalinfo7","49",0.355825220329074,0.0233722871452421,0.0645985729671598
"interspersed","bigm","goalinfo7","5",0.360111801945562,0.015025041736227,0.0639608469594856
"interspersed","bigm","goalinfo7","50",0.356136248684073,0.0217028380634391,0.0644271913655485
"interspersed","bigm","goalinfo7","51",0.352991308800548,0.0217028380634391,0.0642972110472687
"interspersed","bigm","goalinfo7","52",0.353537959689548,0.0267111853088481,0.0647659866032921
"interspersed","bigm","goalinfo7","53",0.35768517935993,0.013355592654424,0.0643641571558537
"interspersed","bigm","goalinfo7","54",0.35643742300682,0.0183639398998331,0.0644980711435073
"interspersed","bigm","goalinfo7","55",0.359816080062537,0.0233722871452421,0.0646271475824541
"interspersed","bigm","goalinfo7","56",0.359726242008234,0.015025041736227,0.0644901214386571
"interspersed","bigm","goalinfo7","57",0.360181571080601,0.0267111853088481,0.0650835026589433
"interspersed","bigm","goalinfo7","58",0.362087582595023,0.0200333889816361,0.0646242008467346
"interspersed","bigm","goalinfo7","59",0.35806179794828,0.0250417362270451,0.064480137544477
"interspersed","bigm","goalinfo7","6",0.3609243519722,0.0233722871452421,0.0644739462349393
"interspersed","bigm","goalinfo7","60",0.364533603118766,0.0200333889816361,0.064202859759514
"interspersed","bigm","goalinfo7","61",0.362795176529659,0.0283806343906511,0.0645797744513672
"interspersed","bigm","goalinfo7","62",0.361508257895896,0.0183639398998331,0.063885085828121
"interspersed","bigm","goalinfo7","63",0.361128273108783,0.0183639398998331,0.0647270531952958
"interspersed","bigm","goalinfo7","64",0.36054345038569,0.0283806343906511,0.064449572550706
"interspersed","bigm","goalinfo7","65",0.361672833956195,0.015025041736227,0.064087986998766
"interspersed","bigm","goalinfo7","66",0.355623160261243,0.0250417362270451,0.0648017195255939
"interspersed","bigm","goalinfo7","67",0.352811868423038,0.0217028380634391,0.064694559772643
"interspersed","bigm","goalinfo7","68",0.361413604405527,0.0250417362270451,0.0646963898024746
"interspersed","bigm","goalinfo7","69",0.360202471797741,0.0283806343906511,0.0648330893568039
"interspersed","bigm","goalinfo7","7",0.357990048962151,0.0317195325542571,0.0646502934676014
"interspersed","bigm","goalinfo7","70",0.356152598270078,0.0267111853088481,0.0650095427311705
"interspersed","bigm","goalinfo7","71",0.359410430393921,0.0233722871452421,0.0643207117276594
"interspersed","bigm","goalinfo7","72",0.361839491244528,0.0267111853088481,0.0646592217746019
"interspersed","bigm","goalinfo7","73",0.357041220560426,0.0217028380634391,0.0647407847341132
"interspersed","bigm","goalinfo7","74",0.363083526313448,0.0183639398998331,0.0642095334920476
"interspersed","bigm","goalinfo7","75",0.353846314328395,0.0200333889816361,0.0645844393797413
"interspersed","bigm","goalinfo7","76",0.359628332223894,0.0233722871452421,0.0644122880627116
"interspersed","bigm","goalinfo7","77",0.354995043041772,0.0283806343906511,0.0647037486879734
"interspersed","bigm","goalinfo7","78",0.359132323316439,0.0283806343906511,0.0646219371407903
"interspersed","bigm","goalinfo7","79",0.355093202643287,0.015025041736227,0.0643786809367772
"interspersed","bigm","goalinfo7","8",0.360242809598613,0.0233722871452421,0.0644546225795201
"interspersed","bigm","goalinfo7","80",0.35872727622491,0.0217028380634391,0.0647543997340093
"interspersed","bigm","goalinfo7","81",0.357413900970279,0.0267111853088481,0.0648699505078569
"interspersed","bigm","goalinfo7","82",0.363196199238288,0.0217028380634391,0.0643806892979338
"interspersed","bigm","goalinfo7","83",0.363940730965962,0.0250417362270451,0.0647438852677278
"interspersed","bigm","goalinfo7","84",0.355044015325351,0.0283806343906511,0.0645828278218007
"interspersed","bigm","goalinfo7","85",0.352339433696572,0.0200333889816361,0.0644464277582408
"interspersed","bigm","goalinfo7","86",0.358559823499407,0.0217028380634391,0.0649328120256162
"interspersed","bigm","goalinfo7","87",0.35734979238692,0.0183639398998331,0.0643968588420629
"interspersed","bigm","goalinfo7","88",0.353841064708768,0.0233722871452421,0.0644808305025856
"interspersed","bigm","goalinfo7","89",0.355216019296806,0.0283806343906511,0.0645632062605136
"interspersed","bigm","goalinfo7","9",0.352970789112911,0.0317195325542571,0.0643969824483804
"interspersed","bigm","goalinfo7","90",0.357299096167571,0.0250417362270451,0.0645895793180585
"interspersed","bigm","goalinfo7","91",0.362848055463872,0.0267111853088481,0.0647343000991482
